artist_id,artist_name,artist_genre,artist_followers,artist_popularity
1bpzpALZwOoKXzwMg2i8WB,Dirty South,`australian dance` `big room` `edm` `electro house` `house` `progressive electro house` `progressive house` ,176617,59
1bqxdqvUtPWZri43cKHac8,MAX,`dance pop` `indie poptimism` `pop` `pop rap` `post-teen pop` `viral pop` ,360774,77
1bs7HoMkSyQwcobCpE9KpN,The Mamas & The Papas,`brill building pop` `bubblegum pop` `classic rock` `folk` `folk rock` `mellow gold` `psychedelic rock` `rock` `soft rock` `sunshine pop` ,707720,69
1btWGBz4Uu1HozTwb2Lm8A,Hippo Campus,`folk-pop` `indie pop` `indie poptimism` `indie rock` `indietronica` `minneapolis indie` `modern rock` ,306809,70
1By9QBFnjZAoI83BZppHlt,Billy Currington,`contemporary country` `country` `country road` `modern country rock` ,1543614,71
1BYnP5HY7Ci0MFEHiDV1Ww,3,,7254,29
1C1x4MVkql8AiABuTw6DgE,Richard Wagner,`classical` `german opera` `late romantic era` ,334586,59
1C3sffOOvQNUwg4YIsvKqy,César Franck,`classical` `late romantic era` ,20154,51
1c5SlzViAqsaB0kXygfSjh,JAHKOY,`alternative r&b` `canadian contemporary r&b` `deep pop r&b` `trap soul` ,60226,47
1cB013ULmW96lglRcrWTut,Crashdiet,`glam metal` `hard rock` `modern hard rock` `sleaze rock` `swedish alternative rock` `swedish hard rock` ,32274,45
1Cc79YAHP7xvQAVQSjveP6,Alejandro Escovedo,`alternative country` `country rock` `folk` `heartland rock` `new americana` `pub rock` `roots rock` `singer-songwriter` `traditional folk` ,22514,39
1CD77o9fbdyQFrHnUPUEsF,Traffic,`album rock` `art rock` `blues rock` `british blues` `classic rock` `country rock` `electric blues` `folk` `folk rock` `hard rock` `jam band` `mellow gold` `progressive rock` `psychedelic rock` `rock` `roots rock` `soft rock` `symphonic rock` ,267913,58
1CgbNAF3Stnz1Tpipu3xdO,Elujay,`alternative r&b` `cali rap` `indie r&b` `indie soul` `underground hip hop` ,30552,54
1cNDP5yjU5vjeR8qMf4grg,YNW Melly,`melodic rap` `pop rap` `rap` `trap` ,1902150,87
1crlEwxm5dcQjCcgCJEyqg,Abhi//Dijon,`alternative r&b` `indie r&b` ,33416,46
1CsNPJxasYo9pJTmOK1yO8,Rhino Bucket,`alternative roots rock` `glam metal` `hard rock` `modern hard rock` `sleaze rock` ,13918,35
1CUeN4GnHAGUk9nAXPorF4,Kodie Shane,`atl hip hop` `trap queen` `vapor trap` ,67849,58
1CYsQCypByMVgnv17qsSbQ,Crosby, Stills, Nash & Young,`album rock` `art rock` `blues rock` `classic rock` `folk` `folk rock` `mellow gold` `psychedelic rock` `rock` `roots rock` `soft rock` `traditional folk` ,704834,66
1dfeR4HaWDbWqFHLkxsg1d,Queen,`glam rock` `rock` ,21448010,92
1DFr97A9HnbV3SKTJFu62M,Motörhead,`album rock` `alternative metal` `groove metal` `hard rock` `metal` `rock` `speed metal` ,1962147,70
1dID9zgn0OV0Y8ud7Mh2tS,Dustin Lynch,`contemporary country` `country` `country road` `modern country rock` ,1185469,72
1dLWg6m8RRhizsdqJbhyj3,Quiet Riot,`album rock` `classic rock` `glam metal` `hard rock` `metal` `rock` ,793308,65
1dqnbaIyoeXqdr0exT8fBc,Q Money,`southern hip hop` `trap` ,47035,51
1DsdDxHs1zAwOgWDPgNS7l,Dredg,`alternative metal` ,53826,41
1DvtabXAjfrMihPP6JQdHs,Shy Glizzy,`dmv rap` `drill` `hip hop` `pop rap` `rap` `southern hip hop` `trap` `vapor trap` ,496421,70
1dy5WNgIKQU6ezkpZs4y8z,ROLE MODEL,`alternative r&b` `bedroom pop` `indie pop` `indie r&b` `pop` `pop rap` ,43530,63
1EAFXic0Cfiwpe7nSuTrGL,Cesqeaux,`bass trap` `brostep` `electro house` `electronic trap` ,51702,53
1EemADz12kjlGwkpY4EINv,The Power Station,`dance rock` `new romantic` `new wave` `new wave pop` `synthpop` ,57180,42
1efrXlPhLKv7PvgUxVcqIS,Emerson Drive,`alberta country` `canadian contemporary country` `canadian country` `contemporary country` `country` `country road` `modern country rock` ,150328,46
1Eie0tY91rpi7Y0jtIOXzI,Wingtip,`electropop` `indie electropop` `indie poptimism` `indietronica` `nyc pop` `pop edm` ,16099,53
1eIoJGCu3rShrRm2wfOhN8,Saint Raymond,`english indie rock` `indie anthem-folk` `indie pop` `indie poptimism` `modern rock` ,68052,57
1EpyA68dKpjf7jXmQL88Hy,Noname,`alternative r&b` `chicago rap` `escape room` `hip hop` `indie soul` `pop rap` `rap` ,377264,66
1ewyVtTZBqFYWIcepopRhp,Joey Purp,`chicago rap` `underground hip hop` ,71768,62
1F1IdqOCO4A9kBrQihBaOI,As Tall As Lions,`dreamo` `progressive post-hardcore` ,35717,39
1fBCIkoPOPCDLUxGuWNvyo,Poison,`album rock` `glam metal` `hard rock` `rock` ,1714095,67
1FClsNYBUoNFtGgzeG74dW,Hank Williams,`folk` `honky tonk` `traditional country` `traditional folk` `yodeling` ,458772,62
1FE0rls8gfQT3laAeRYNgl,Loretta Lynn,`country` `country rock` `nashville sound` `traditional folk` ,322238,59
1FlpoZvmdqEMfKIzgMmSJX,J. Roddy Walston & The Business,`indie folk` `modern blues rock` `new americana` `stomp and holler` ,51777,45
1fMdO9vLUd6wW4jbMeNiup,Mel McDaniel,`country` `country rock` `oklahoma country` ,75140,55
1fpXM23IoNckJ7NDAm8YJQ,Mark Lanegan,`alternative rock` `garage rock` `grunge` `palm desert scene` `stoner rock` ,142769,57
1fQ46lgoUCz8FVXdTVNk0a,Hurricane Chris,`deep southern trap` `dirty south rap` `pop rap` `rap` `southern hip hop` `trap` ,160629,48
1fQWUHoSWhlrc9rmHi2xnE,Nbdy,`alternative r&b` `deep pop r&b` `indie r&b` `trap soul` ,19113,49
1FvjvACFvko2Z91IvDljrx,Mick Jenkins,`chicago rap` `conscious hip hop` `drill` `hip hop` `pop rap` `rap` `underground hip hop` ,321526,65
1FwGBBwUviGVIeDIByO7u7,Faster Pussycat,`album rock` `glam metal` `hard rock` `sleaze rock` ,119192,46
1FX4aA0cUcWndv39j1YoTm,Rick Derringer,`album rock` `blues rock` `classic rock` `southern rock` ,30324,43
1g0fXhQMHAxlRyIBkCbuE7,Matt Simons,`dutch pop` `neo mellow` `neo-singer-songwriter` `tropical house` ,152853,71
1g1yxsNVPhMUl9GrMjEb2o,Plain White T's,`neo mellow` `pop` `pop punk` `pop rock` ,739842,71
1gfIkFZ4hIs2gETkRVaY68,Sons of the Pioneers,`comic` `cowboy western` `traditional country` `traditional folk` `vocal harmony group` `western swing` ,17183,42
1GLtl8uqKmnyCWxHmw9tL4,The Kooks,`brighton indie` `garage rock` `indie pop` `indie rock` `modern rock` `rock` ,1755648,73
1gPhS1zisyXr5dHTYZyiMe,Kevin Gates,`baton rouge rap` `hip hop` `pop rap` `rap` `southern hip hop` `trap` ,2740794,83
1gRNBaI4yn6wCCTvRhGWh8,Don McLean,`adult standards` `classic rock` `folk` `folk rock` `mellow gold` `rock` `singer-songwriter` `soft rock` `traditional folk` ,387634,69
1gUi2utSbJLNPddYENJAp4,Abhi The Nomad,`desi hip hop` `underground hip hop` `vapor soul` ,53118,61
1H8myCcRyST1S5CcXNHiYM,Desaparecidos,`emo` `indie pop` `omaha indie` ,29099,37
1Ha0Fz4i0d4gu5fZbhBCtH,Night Ranger,`album rock` `classic rock` `glam metal` `hard rock` `heartland rock` `mellow gold` `rock` `soft rock` ,308873,56
1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,`dance pop` `edm` `pop` `tropical house` `uk dance` ,2422244,85
1HGTHrRQkw0BtevSo1jucU,Richard Ashcroft,`britpop` `modern rock` `rock` ,228839,55
1HQGhla3VNj1dBmKTtVT2t,Ookay,`brostep` `edm` `electro house` `electronic trap` `vapor twitch` ,201582,61
1hRLlo7ZGxEmc0ztMOKurs,Maria João Pires,`classical` `classical performance` `classical piano` ,28829,53
1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,`dance pop` `neo mellow` `pop` `pop rock` `post-teen pop` ,4346133,82
1hXjTjJzZTXDZ75AclOo6N,Sammy Hagar,`album rock` `classic rock` `glam metal` `hard rock` `heartland rock` `mellow gold` `metal` `rock` `soft rock` ,400158,57
1i7EPWPpiJn18wBTNfgmsY,STIKSTOF,`belgian hip hop` ,7543,40
1I87BJvTcv6gia06HaBl9e,Xavier Weeks,`melodic rap` ,16254,65
1IELhvOMg5VQlU7syRm6CS,CAZZETTE,`big room` `complextro` `edm` `electro house` `house` `pop edm` `progressive electro house` `progressive house` `tropical house` ,312985,60
1IEmy7NUSGRZijdZoJe90C,Le 77,`belgian hip hop` ,8807,41
1iJdyDcY98X3GMnUesl7tf,Comethazine,`pop rap` `trap` `underground hip hop` `vapor trap` ,719304,75
1ikID9RZZMvkuBGDWrqajq,Kasbo,`catstep` `edm` `electropop` `indie electropop` `indie poptimism` `indietronica` `new french touch` `pop edm` `swedish electropop` `tropical house` `vapor soul` `vapor twitch` ,81761,64
1imTkMl8JvvVuU2RZvO8r1,The Sore Losers,`belgian indie` `belgian rock` ,7513,31
1INuLZXjjVbcJRyWvD1iSq,Jack & Jack,`dance pop` `pop` `post-teen pop` `social media pop` `teen pop` ,1057712,75
1iQMza4azUNGyqgQ8auRsp,Wallace Vanborn,`belgian rock` `dutch rock` ,3562,29
1IueXOQyABrMOprrzwQJWN,Sigala,`dance pop` `edm` `pop` `tropical house` ,985651,78
1JHzh1ETQTMoFb2CgncnTL,April Wine,`album rock` `classic canadian rock` `classic rock` `country rock` `hard rock` `mellow gold` `rock` `soft rock` ,175047,51
1JOQXgYdQV2yfrhewqx96o,Giuseppe Verdi,`classical` `italian opera` `late romantic era` ,323234,64
1jSaZgaKHmgc7VTgML528r,Clap Your Hands Say Yeah,`alternative rock` `brooklyn indie` `chamber pop` `dance-punk` `freak folk` `indie pop` `indie rock` `lo-fi` `modern rock` `noise pop` `philly indie` `stomp and holler` ,114615,51
1jteNNEz2fLM4pF5ezFr5f,Buck-O-Nine,`modern ska punk` `ska` `ska punk` ,19345,39
1JV42BPeocUJ0EyQh8ug6V,SMLE,`bass trap` `edm` `electronic trap` `pop edm` `vapor twitch` ,39734,55
1KA3WXYMPLxomNuoE22LYd,Gram Parsons,`alternative country` `cosmic american` `country rock` `folk` `folk rock` `roots rock` `singer-songwriter` `traditional folk` ,67883,49
1kCnkCPBvBQFZv6njWcD7x,MU330,`modern ska punk` `ska` `ska punk` ,9106,29
1kcWyDvrlPUbyxkIoM6pAV,Rory Gallagher,`album rock` `blues` `blues rock` `british blues` `classic rock` `country rock` `electric blues` `hard rock` `modern blues` `psychedelic rock` `rock` ,185650,54
1kh0AypxF3CxMMzmQyif2S,Rayana Jay,`alternative r&b` `indie r&b` `indie soul` `neo r&b` ,36128,51
1kiZfWU37oS0pCOV7Os1Pj,GRAVEDGR,`electronic trap` ,14130,55
1KP6TWI40m7p3QBTU6u2xo,BØRNS,`electropop` `indie pop` `indie poptimism` `modern rock` `pop` ,719646,70
1kwGj7uDO5WXVXtQLvGJr0,Just A Gent,`aussietronica` `bass trap` `brostep` `edm` `electro house` `electronic trap` `indietronica` `pop edm` `vapor soul` `vapor twitch` ,73034,59
1KYszkVzlhV3rAqmAcYIgd,Victorious Cast,`dance pop` `post-teen pop` `social media pop` `viral pop` ,1058185,70
1L0y9srZMyh9XUnYGv37IP,'Til Tuesday,`boston rock` `dance rock` `new romantic` `new wave` `new wave pop` ,65420,46
1l2ekx5skC4gJH8djERwh1,Don Diablo,`big room` `dance pop` `deep big room` `edm` `electro house` `future house` `house` `pop` `progressive electro house` `progressive house` `tropical house` ,1488135,77
1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,`dance pop` `girl group` `pop` `post-teen pop` `talent show` ,9647273,76
1L9i6qZYIGQedgM9QLSyzb,Klingande,`deep house` `deep tropical house` `edm` `new french touch` `pop` `tropical house` ,370224,69
1LB8qB5BPb3MHQrfkvifXU,Cheap Trick,`album rock` `art rock` `classic rock` `dance rock` `glam metal` `glam rock` `hard rock` `heartland rock` `mellow gold` `new wave pop` `pop rock` `power pop` `rock` `soft rock` ,676153,67
1LFKKuzn302wp15dYH28id,Tammy Wynette,`country` `country dawn` `nashville sound` ,259948,58
1LOB7jTeEV14pHai6EXSzF,Cash Cash,`big room` `dance pop` `edm` `electro house` `electropop` `electropowerpop` `indie poptimism` `pop` `pop edm` `tropical house` ,490886,74
1lqW59DUEKqvcHc8mVWBtH,Our Lady Peace,`alternative metal` `alternative rock` `canadian rock` `pop rock` `post-grunge` `wrestling` ,210760,57
1LsW7KoHTgRLcZ7Jwt79MR,Bart Peeters,`belgian rock` `classic belgian pop` `flemish folk` ,41214,51
1lUgVZBGL1Ejxm7r1FBnBG,Streetheart,`album rock` `classic canadian rock` ,20758,36
1lYT0A0LV5DUfxr6doRP3d,The Stone Roses,`britpop` `madchester` `modern rock` `rock` ,810356,66
1LZEQNv7sE11VDY3SdxQeN,Bee Gees,`adult standards` `disco` `mellow gold` `soft rock` ,2633258,78
1lzugG0lqNh9nP6Fp2zG3c,Global Dan,`emo rap` `melodic rap` `underground hip hop` `vapor trap` ,92266,62
1lZvg4fNAqHoj6I9N8naBM,The Presidents Of The United States Of America,`alternative metal` `alternative rock` `comic` `garage rock` `grunge` `pop rock` `post-grunge` `rock` ,300391,62
1M3BVQ36cqPQix8lQNCh4K,Shovels & Rope,`deep new americana` `folk-pop` `funk` `indie folk` `modern blues rock` `new americana` `roots rock` `south carolina indie` `stomp and holler` ,123320,57
1m7LSAMIB1BErIHYSOn32W,DJ Scheme,`underground hip hop` `vapor trap` ,20510,63
1M9AXZkNPdOd1IPEsQsXnT,Léo Delibes,`classical` `french opera` `late romantic era` ,24502,52
1mceaxtjWdEmwoDVAlkC41,Zaytoven,`atl hip hop` `atl trap` `dirty south rap` `gangster rap` `melodic rap` `pop rap` `rap` `southern hip hop` `trap` `vapor trap` ,220821,62
1mfDfLsMxYcOOZkzBxvSVW,Cole Swindell,`contemporary country` `country` `country road` `modern country rock` ,1190132,71
1mGW7MpR3kesskLHY3Q5WX,Jordan Hollywood,`trap soul` ,17190,47
1MhtYlJvUqfd2EgHSQTGK4,Jim James,`folk-pop` `funk` `indie folk` `indie rock` `louisville indie` `new americana` `shiver pop` `stomp and holler` ,77681,54
1MIVXf74SZHmTIp4V4paH4,Mabel,`dance pop` `pop` `post-teen pop` `tropical house` `uk pop` ,491919,82
1mKtlPrXjWK6oIdk9cSOjs,Asiahn,`alternative r&b` `deep pop r&b` `indie r&b` ,54290,53
1MlV4b7HGi4AiZWXholyVu,IshDARR,`canadian hip hop` `deep underground hip hop` `milwaukee hip hop` `underground hip hop` ,45658,49
1mQ9wgWshECdFsDbT7ATzT,Daryle Singletary,`country` `country road` `country rock` ,104871,52
1MQM8vc3NvLx1lWofNMxED,6obby,`emo rap` ,23567,46
1MXwwmS2JpmsHZhdMeOL2s,Pure Prairie League,`classic rock` `country rock` `folk rock` `mellow gold` `singer-songwriter` `soft rock` ,99910,51
1MXZ0hsGic96dWRDKwAwdr,Tyla Yaweh,`cali rap` `melodic rap` `pop rap` `trap` ,74630,71
1n2LWYgwtGp7EzDapUoniE,Tommy Tutone,`album rock` `new wave pop` ,20871,51
1n2pb9Tsfe4SwAjmUac6YT,Jake Owen,`contemporary country` `country` `country road` `modern country rock` ,1262783,72
1nf5yEVCfMbqm1OCYpntBT,Prince Fox,`indie electropop` `indie poptimism` `nyc pop` `pop edm` ,29591,56
1ng2cH6hJIOSYxQMk6pEux,Woodie Smalls,`belgian hip hop` ,31709,46
1nJvji2KIlWSseXRSlNYsC,The Velvet Underground,`alternative rock` `art rock` `classic rock` `folk rock` `melancholia` `permanent wave` `protopunk` `psychedelic rock` `rock` ,950007,69
1nSpOxq3pcgomrfpXudQuq,Kirk Knight,`underground hip hop` ,90852,62
1nTJnNxTJmEiZSYf8ScLQ8,Smile,`movie tunes` ,10166,52
1NUOfvAhA9AvsF1ISMkgHX,Saosin,`emo` `metalcore` `post-hardcore` `progressive post-hardcore` `screamo` ,258185,58
1nyQBzKgZ2hBLr7PnyV7cI,Strawberry Alarm Clock,`bubblegum pop` `classic garage rock` `folk rock` `freakbeat` `psychedelic rock` `sunshine pop` ,51759,44
1NyxTiCivDmzgFWYD1V01m,Justin Caruso,`edm` `electropop` `pop edm` ,20747,59
1o2NpYGqHiCq7FoiYdyd1x,Bea Miller,`dance pop` `electropop` `indie poptimism` `pop` `pop rap` `post-teen pop` `talent show` `viral pop` ,1393391,77
1O8X4zxUh4AdAPFttOTlLr,Thouxanbanfauni,`atl hip hop` `melodic rap` `underground hip hop` `vapor trap` ,97654,56
1OKOTYGoCE2buxTYMegJp7,Streetlight Manifesto,`punk` `ska` `ska punk` `skate punk` ,202055,58
1OwarW4LEHnoep20ixRA0y,Robert Plant,`album rock` `art rock` `blues rock` `classic rock` `hard rock` `mellow gold` `progressive rock` `rock` `roots rock` `symphonic rock` `uk americana` ,533451,59
1p6CdzJRoicjRcSdWoB9Qc,Mitchell Tenpenny,`contemporary country` `heartland rock` ,97864,70
1pbHrVayIcVpHI9z97u4bK,Bingo Players,`big room` `dance pop` `deep big room` `disco house` `edm` `electro house` `progressive electro house` `progressive house` ,387948,61
1pCVxwkdixCeBPTboRZIi2,TeeFLii,`deep pop r&b` `west coast trap` ,57624,54
1PCZpxHJz7WAMF8EEq8bfc,The Byrds,`art rock` `blues rock` `brill building pop` `classic rock` `cosmic american` `country rock` `folk` `folk rock` `mellow gold` `psychedelic rock` `rock` `roots rock` `soft rock` `traditional folk` ,504264,64
1PDE2MIJ4M6uvFJDrslazf,Ryan Caraveo,`deep underground hip hop` `indie pop rap` `pop rap` ,121756,66
1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,`atl hip hop` `hip hop` `melodic rap` `pop rap` `rap` `southern hip hop` `trap` ,1843942,83
1pTuR132U5b4Rizal2Pr7m,Randy Travis,`country` `country gospel` `country road` `country rock` ,706242,67
1PWHsS9haruM3AEebZuGs9,Levon Helm,`alternative country` `blues rock` `country rock` `folk` `folk rock` `jam band` `modern blues` `new americana` `roots rock` `singer-songwriter` `traditional folk` ,71202,47
1q7m1DacLfRgt38Wdin4yH,Zebra,`album rock` `glam metal` `hard rock` `rock` ,23761,36
1QB4oo4JbSRdxNyidIuD0W,Jim Morrison,`classic rock` `psychedelic rock` ,876351,53
1QdCkPulANBEZiaiAyLkak,OMB Peezy,`alabama rap` `baton rouge rap` `cali rap` `deep southern trap` `southern hip hop` `trap` `west coast trap` ,186842,58
1QdjL34EAib5zndNoqA2ly,Mike G,`underground hip hop` ,50635,46
1QL7yTHrdahRMpvNtn6rI2,George Frideric Handel,`baroque` `classical` `early music` `english baroque` `german baroque` ,448565,69
1QRj3hoop9Mv5VvHQkwPEp,Olivia O'Brien,`dance pop` `electropop` `pop` `pop rap` `post-teen pop` ,826743,79
1Qrm3CaD7CZm5o0BtOIpEw,Children of Nova,`progressive alternative` `progressive post-hardcore` ,5172,24
1QSEKTN8PPjVzniAkpJ90p,Dave Alvin,`alternative country` `country rock` `folk` `heartland rock` `new americana` `pub rock` `roots rock` `singer-songwriter` `texas country` `traditional folk` ,17146,41
1R6Hx1tJ2VOUyodEpC12xM,Jim Croce,`album rock` `classic rock` `folk` `folk rock` `mellow gold` `rock` `roots rock` `singer-songwriter` `soft rock` ,542796,67
1RaDKTFXuy0qA8YV1h9SwC,Jimmy Dean,`nashville sound` ,37106,47
1rFQlnVFNwI3H6QLDL7LFN,The Kendalls,`classic country pop` ,32118,38
1riHqX633Kup3mJAw8WR8p,Kenny Wayne Shepherd,`blues` `blues rock` `classic rock` `electric blues` `modern blues` `modern blues rock` ,179050,61
1RP2UpEaRzkF0Id3JigqD8,Roger Miller,`comic` `country` `country rock` `folk` `nashville sound` `oklahoma country` `traditional folk` ,98164,58
1rXr1ZnvbRoYBaedIl9v4v,Drive-By Truckers,`alternative country` `country rock` `folk` `indie folk` `new americana` `rock` `roots rock` `singer-songwriter` `southern rock` `stomp and holler` ,118042,54
1RyvyyTE3xzB2ZywiAwp0i,Future,`atl hip hop` `hip hop` `pop rap` `rap` `southern hip hop` `trap` ,8142615,89
1SAugjIcuwNPKS4urSB7A6,Joe Budden,`battle rap` `hardcore hip hop` `hip hop` `new jersey rap` `pop rap` `rap` `trap` ,277522,55
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,`dirty south rap` `gangster rap` `hip hop` `pop rap` `rap` `southern hip hop` `trap` ,3581003,86
1ShZZUjkbXCjhwrb18BA8I,Bryce Vine,`pop` `pop rap` ,229690,77
1sldhz8tzC100cRAdfnMht,Lobo,`adult standards` `brill building pop` `bubblegum pop` `classic uk pop` `country rock` `folk` `folk rock` `mellow gold` `soft rock` ,175686,58
1sLYZv95ZXwVfyGHan5w45,Jaykae,`birmingham grime` `birmingham hip hop` `grime` `uk alternative hip hop` `uk drill` `uk hip hop` ,97004,67
1SQRv42e4PjEYfPhS0Tk9E,The Kinks,`album rock` `art rock` `british invasion` `classic rock` `dance rock` `folk rock` `glam rock` `mellow gold` `protopunk` `psychedelic rock` `rock` `roots rock` `singer-songwriter` ,1326399,72
1SvG3y1gYAFOsv9785Xu9T,Tom T. Hall,`classic country pop` `country` `country rock` `folk` `outlaw country` `singer-songwriter` `traditional folk` ,101265,54
1SX44N5qjWuFcCK8WTO0c6,Pam Tillis,`country` `country dawn` `country rock` ,165061,55
1SyCQtKtDtMfJBBKGm0A8B,Shoes,`jangle pop` `power pop` `pub rock` `underground power pop` ,3019,22
1sylmUjlKYsLA49YtkNHW3,Cursive,`dance-punk` `dreamo` `emo` `emo punk` `indie pop` `indie rock` `modern rock` `omaha indie` `post-hardcore` `screamo` `stomp and holler` ,64136,48
1tCaVerFstPJotxmXX6lFL,Jayceeoh,,18391,54
1tfXh4XxILEuMU2qZupFn8,Firefall,`album rock` `bubblegum pop` `classic rock` `country rock` `folk rock` `mellow gold` `rock` `singer-songwriter` `soft rock` ,83210,47
1tjsxXugls5CwUxSlsDgKB,Straylight Run,`dreamo` `emo` `piano rock` `pop punk` `screamo` ,38939,42
1TlScGwN8MmIZ7kIYGjSZA,Blaze Foley,`alternative country` `cosmic american` `country rock` `folk` `new americana` `outlaw country` `roots rock` `singer-songwriter` `traditional folk` ,30493,49
1tTDgYGfcL19c6MiP3tPue,Lower Definition,`progressive post-hardcore` ,14106,34
1u4ytAPuSMp7InqjzvVoTy,Flip Kowlier,`belgian rock` `classic belgian pop` ,12199,37
1uaS3ZokV40ZrpzSRhx4Ol,K. Forest,`alternative r&b` `canadian contemporary r&b` `canadian hip hop` `deep pop r&b` `indie r&b` `trap soul` ,46025,46
1Uff91EOsvd99rtAupatMP,Claude Debussy,`classical` `post-romantic era` ,821713,71
1uFixbBAduJkFAeRKznkvW,Albert Collins,`blues` `blues rock` `electric blues` `modern blues` `texas blues` ,102832,47
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,`canadian pop` `dance pop` `pop` `post-teen pop` ,31386448,94
1URnnhqYAYcrqrcwql10ft,21 Savage,`atl hip hop` `pop rap` `rap` `trap` ,6987401,89
1US3cA3tVZ50O7n4xE1o0K,The Weakerthans,`canadian indie` `emo` `folk punk` `indie pop` `indie rock` `lo-fi` `manitoba indie` `stomp and holler` ,48677,49
1UTPBmNbXNTittyMJrNkvw,Blake Shelton,`contemporary country` `country` `country road` `oklahoma country` ,4579292,78
1v3tdpIdBSW14rHUfiEVOv,Lauren Alaina,`contemporary country` `country` `country dawn` `country pop` `country road` `modern country rock` ,312865,70
1VaIDrxow5xfLmB9R26JVZ,Danger Danger,`album rock` `glam metal` `hard rock` `sleaze rock` ,80461,46
1vb1XqzyNMQ16BqbxRz5BV,Wifisfuneral,`dark trap` `emo rap` `florida rap` `miami hip hop` `pop rap` `rap` `trap` `underground hip hop` `vapor trap` ,389477,67
1vfezMIyCr4XUdYRaKIKi3,Keyshia Cole,`dance pop` `deep pop r&b` `hip pop` `neo soul` `pop` `pop rap` `r&b` `rap` `urban contemporary` ,1821648,68
1VfgWum48nwYJcCfdPwWgs,Michael Nau,`baltimore indie` `freak folk` `indie folk` ,23315,52
1W3FSF1BLpY3hlVIgvenLz,The-Dream,`dance pop` `hip hop` `hip pop` `pop` `pop rap` `r&b` `southern hip hop` `trap` `urban contemporary` ,695609,70
1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,`alternative rock` `grunge` `permanent wave` `pop rock` `post-grunge` `rock` ,5191619,80
1w7GLktHE8w0aEhhaZ0QKB,Shakewell,`dark trap` `emo rap` `underground hip hop` `vapor trap` ,119632,67
1wlzPS1hSNrkriIIwLFTmU,MIKE,`alternative hip hop` `escape room` `underground hip hop` ,19967,49
1WRM9i067hd2ujxxi8FI3m,Steppenwolf,`album rock` `blues rock` `classic canadian rock` `classic rock` `country rock` `folk rock` `hard rock` `mellow gold` `psychedelic rock` `rock` `roots rock` ,743684,67
1WsfEkSfrPIhy1lK7ZLRRH,Rose Tattoo,`australian rock` `hard rock` `rock` ,33022,43
1wUmdemiR9Dxw8A2el365A,Stalley,`alternative hip hop` `hip hop` `soul flow` `southern hip hop` `trap` `underground hip hop` ,114169,51
1xBARhKI09ZTmeePVDWMCf,Rotimi,`deep pop r&b` ,79399,61
1XE70WwxhnrXNAJYQQ9ygx,Bill Medley,`soft rock` ,16178,63
1Xfmvd48oOhEWkscWyEbh9,Lloyd,`dance pop` `deep pop r&b` `hip pop` `pop` `pop rap` `r&b` `southern hip hop` `trap` `urban contemporary` ,1231093,71
1xgA0hENxpykh3AxlMBjlT,Catch 22,`modern ska punk` `punk` `ska` `ska punk` `skate punk` ,61447,47
1XgFuvRd7r5g0h844A5ZUQ,Take That,`boy band` `dance pop` `europop` `pop` ,751726,69
1XhhO2dTs2fKyhILj0aam6,Phil Vassar,`contemporary country` `country` `country road` `modern country rock` ,183604,55
1XIIxzmo6BNRR4QkImSdsX,Green River,`grunge` ,36023,36
1XNVFs9EIrPqDsmARzDKR7,Wintertime,`underground hip hop` `vapor trap` ,99960,54
1xVWSPiw5B0OduIC0DSu3V,Delta Spirit,`indie folk` `new americana` `piano rock` `stomp and holler` ,91490,47
1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,`dance pop` `edm` `pop` `post-teen pop` `scandipop` `swedish electropop` `swedish pop` `tropical house` ,6224724,83
1yAwtBaoHLEDWAnWR87hBT,Modest Mouse,`alternative rock` `garage rock` `indie pop` `indie rock` `lo-fi` `modern rock` `stomp and holler` `washington indie` ,980515,70
1ybINI1qPiFbwDXamRtwxD,Smino,`alternative r&b` `hip hop` `pop rap` `rap` `underground hip hop` ,287359,74
1yMYjh77WgOVafRkI50mim,Wilson Phillips,`girl group` `new wave pop` `pop rock` `soft rock` ,236986,58
1Yox196W7bzVNZI7RBaPnf,Megadeth,`album rock` `alternative metal` `groove metal` `hard rock` `melodic thrash` `metal` `old school thrash` `rock` `speed metal` `thrash metal` ,2397137,72
1YPIe9qIMa99O0a0OW47Be,Confederate Railroad,`country` `country road` `country rock` `redneck` `southern rock` ,178570,52
1YqGsKpdixxSVgpfaL2AEQ,Small Faces,`art rock` `blues rock` `british blues` `british invasion` `bubblegum pop` `classic rock` `classic uk pop` `folk rock` `freakbeat` `merseybeat` `protopunk` `psychedelic rock` `pub rock` `rock` ,176890,52
1YSoHvvSAY0oOJW7VxJx3M,Trent Harmon,`arkansas country` `contemporary country` ,35350,47
1Yss4ClgrS9sIprNlq5O3l,Yhung T.O.,`cali rap` `west coast trap` ,78915,59
1yToTiAOIt4mXKlHBP8vyv,The Bony King of Nowhere,`belgian indie` `belgian rock` `dutch indie` `ghent indie` ,9099,39
